,Player,Mat,Inns,Overs,Mdns,Runs,Wkts,BBI,Ave,Econ,SR,4,5,,Team,Start Date,End Date
245,Imrul Kayes,3,,,,,,,,,,,,,Bangladesh,2015-03-01,2015-04-01
246,Mushfiqur Rahim,4,,,,,,,,,,,,,Bangladesh,2015-03-01,2015-04-01
247,Tamim Iqbal,4,,,,,,,,,,,,,Bangladesh,2015-03-01,2015-04-01
248,TA Boult,5,5,49.0,8,227,12,4/44,18.91,4.63,24.5,1,0,,New Zealand,2015-03-01,2015-04-01
249,CJ Anderson,5,5,25.4,0,184,8,3/72,23.0,7.16,19.2,0,0,,New Zealand,2015-03-01,2015-04-01
250,DL Vettori,5,5,40.3,4,189,7,4/18,27.0,4.66,34.7,1,0,,New Zealand,2015-03-01,2015-04-01
251,GD Elliott,5,3,4.0,0,46,2,2/27,23.0,11.5,12.0,0,0,,New Zealand,2015-03-01,2015-04-01
252,MJ Henry,2,2,17.1,2,86,2,2/46,43.0,5.0,51.5,0,0,,New Zealand,2015-03-01,2015-04-01
253,AF Milne,2,2,14.0,0,80,2,1/38,40.0,5.71,42.0,0,0,,New Zealand,2015-03-01,2015-04-01
254,TG Southee,5,5,45.0,3,296,2,2/82,148.0,6.57,135.0,0,0,,New Zealand,2015-03-01,2015-04-01
255,MJ McClenaghan,1,1,8.0,0,68,0,,,8.5,,0,0,,New Zealand,2015-03-01,2015-04-01
256,KS Williamson,5,1,1.0,0,5,0,,,5.0,,0,0,,New Zealand,2015-03-01,2015-04-01
257,MJ Guptill,5,,,,,,,,,,,,,New Zealand,2015-03-01,2015-04-01
258,BB McCullum,5,,,,,,,,,,,,,New Zealand,2015-03-01,2015-04-01
259,L Ronchi,5,,,,,,,,,,,,,New Zealand,2015-03-01,2015-04-01
260,LRPL Taylor,5,,,,,,,,,,,,,New Zealand,2015-03-01,2015-04-01
261,CJ Jordan,2,2,16.2,2,72,4,2/13,18.0,4.4,24.5,0,0,,England,2015-03-01,2015-04-01
262,JM Anderson,3,3,25.0,1,111,3,2/45,37.0,4.44,50.0,0,0,,England,2015-03-01,2015-04-01
263,MM Ali,2,2,19.0,0,94,2,1/44,47.0,4.94,57.0,0,0,,England,2015-03-01,2015-04-01
264,RS Bopara,1,1,8.0,1,31,2,2/31,15.5,3.87,24.0,0,0,,England,2015-03-01,2015-04-01
265,SCJ Broad,3,3,28.0,2,137,2,1/18,68.5,4.89,84.0,0,0,,England,2015-03-01,2015-04-01
266,JC Tredwell,1,1,7.0,0,25,1,1/25,25.0,3.57,42.0,0,0,,England,2015-03-01,2015-04-01
267,ST Finn,1,1,8.0,0,54,0,,,6.75,,0,0,,England,2015-03-01,2015-04-01
268,JE Root,3,2,3.0,0,18,0,,,6.0,,0,0,,England,2015-03-01,2015-04-01
269,CR Woakes,2,2,19.2,0,136,0,,,7.03,,0,0,,England,2015-03-01,2015-04-01
270,GS Ballance,1,,,,,,,,,,,,,England,2015-03-01,2015-04-01
271,IR Bell,3,,,,,,,,,,,,,England,2015-03-01,2015-04-01
272,JC Buttler,3,,,,,,,,,,,,,England,2015-03-01,2015-04-01
273,AD Hales,2,,,,,,,,,,,,,England,2015-03-01,2015-04-01
274,EJG Morgan,3,,,,,,,,,,,,,England,2015-03-01,2015-04-01
275,JWA Taylor,3,,,,,,,,,,,,,England,2015-03-01,2015-04-01
276,MA Starc,6,6,45.5,2,149,14,4/14,10.64,3.25,19.6,1,0,,Australia,2015-03-01,2015-04-01
277,MG Johnson,6,6,49.3,1,222,13,4/22,17.07,4.48,22.8,1,0,,Australia,2015-03-01,2015-04-01
278,JP Faulkner,6,6,41.5,2,197,10,3/36,19.7,4.7,25.1,0,0,,Australia,2015-03-01,2015-04-01
279,JR Hazlewood,4,4,36.0,5,131,7,4/35,18.71,3.63,30.8,1,0,,Australia,2015-03-01,2015-04-01
280,GJ Maxwell,6,6,33.0,1,178,5,2/43,35.6,5.39,39.6,0,0,,Australia,2015-03-01,2015-04-01
281,PJ Cummins,1,1,7.0,1,42,3,3/42,14.0,6.0,14.0,0,0,,Australia,2015-03-01,2015-04-01
282,SR Watson,5,5,23.0,0,158,2,1/18,79.0,6.86,69.0,0,0,,Australia,2015-03-01,2015-04-01
283,MJ Clarke,6,1,5.0,0,14,1,1/14,14.0,2.8,30.0,0,0,,Australia,2015-03-01,2015-04-01
284,XJ Doherty,1,1,7.0,0,60,0,,,8.57,,0,0,,Australia,2015-03-01,2015-04-01
285,MR Marsh,1,1,3.0,0,25,0,,,8.33,,0,0,,Australia,2015-03-01,2015-04-01
286,AJ Finch,6,,,,,,,,,,,,,Australia,2015-03-01,2015-04-01
287,BJ Haddin,6,,,,,,,,,,,,,Australia,2015-03-01,2015-04-01
288,SPD Smith,6,,,,,,,,,,,,,Australia,2015-03-01,2015-04-01
289,DA Warner,6,,,,,,,,,,,,,Australia,2015-03-01,2015-04-01
290,Shapoor Zadran,3,3,24.0,2,159,3,2/89,53.0,6.62,48.0,0,0,,Afghanistan,2015-03-01,2015-04-01
291,Dawlat Zadran,3,3,22.0,1,175,2,2/101,87.5,7.95,66.0,0,0,,Afghanistan,2015-03-01,2015-04-01
292,Hamid Hassan,3,3,22.0,1,123,2,1/17,61.5,5.59,66.0,0,0,,Afghanistan,2015-03-01,2015-04-01
293,Mohammad Nabi,3,3,21.2,0,137,1,1/39,137.0,6.42,128.0,0,0,,Afghanistan,2015-03-01,2015-04-01
294,Nawroz Mangal,3,1,1.0,0,14,1,1/14,14.0,14.0,6.0,0,0,,Afghanistan,2015-03-01,2015-04-01
295,Javed Ahmadi,3,1,4.0,0,18,0,,,4.5,,0,0,,Afghanistan,2015-03-01,2015-04-01
296,Samiullah Shinwari,3,3,10.0,0,68,0,,,6.8,,0,0,,Afghanistan,2015-03-01,2015-04-01
297,Afsar Zazai,3,,,,,,,,,,,,,Afghanistan,2015-03-01,2015-04-01
298,Asghar Afghan,2,,,,,,,,,,,,,Afghanistan,2015-03-01,2015-04-01
299,Najibullah Zadran,3,,,,,,,,,,,,,Afghanistan,2015-03-01,2015-04-01
300,Nasir Jamal,1,,,,,,,,,,,,,Afghanistan,2015-03-01,2015-04-01
301,Shafiqullah,1,,,,,,,,,,,,,Afghanistan,2015-03-01,2015-04-01
302,Usman Ghani,2,,,,,,,,,,,,,Afghanistan,2015-03-01,2015-04-01
303,M Morkel,5,5,44.4,3,168,11,3/34,15.27,3.76,24.3,0,0,,South Africa,2015-03-01,2015-04-01
304,DW Steyn,5,5,42.5,6,203,8,3/30,25.37,4.73,32.1,0,0,,South Africa,2015-03-01,2015-04-01
305,KJ Abbott,3,3,23.0,1,93,7,4/21,13.28,4.04,19.7,1,0,,South Africa,2015-03-01,2015-04-01
306,Imran Tahir,5,5,46.2,3,194,6,4/26,32.33,4.18,46.3,1,0,,South Africa,2015-03-01,2015-04-01
307,JP Duminy,4,4,20.0,2,118,5,3/29,23.6,5.9,24.0,0,0,,South Africa,2015-03-01,2015-04-01
308,AB de Villiers,5,4,14.0,0,86,4,2/15,21.5,6.14,21.0,0,0,,South Africa,2015-03-01,2015-04-01
309,VD Philander,2,2,16.3,1,86,2,2/34,43.0,5.21,49.5,0,0,,South Africa,2015-03-01,2015-04-01
310,F Behardien,2,2,6.0,1,24,0,,,4.0,,0,0,,South Africa,2015-03-01,2015-04-01
311,F du Plessis,4,1,4.0,0,30,0,,,7.5,,0,0,,South Africa,2015-03-01,2015-04-01
312,RR Rossouw,5,1,2.0,0,13,0,,,6.5,,0,0,,South Africa,2015-03-01,2015-04-01
313,HM Amla,5,,,,,,,,,,,,,South Africa,2015-03-01,2015-04-01
314,Q de Kock,5,,,,,,,,,,,,,South Africa,2015-03-01,2015-04-01
315,DA Miller,5,,,,,,,,,,,,,South Africa,2015-03-01,2015-04-01
316,Wahab Riaz,3,3,24.0,0,125,4,4/59,31.25,5.2,36.0,1,0,,Pakistan,2015-04-01,2015-05-01
317,Junaid Khan,3,3,26.3,0,181,3,2/67,60.33,6.83,53.0,0,0,,Pakistan,2015-04-01,2015-05-01
318,Rahat Ali,2,2,17.0,0,113,2,1/56,56.5,6.64,51.0,0,0,,Pakistan,2015-04-01,2015-05-01
319,Saeed Ajmal,2,2,19.1,1,123,1,1/49,123.0,6.41,115.0,0,0,,Pakistan,2015-04-01,2015-05-01
320,Azhar Ali,3,3,7.0,0,44,0,,,6.28,,0,0,,Pakistan,2015-04-01,2015-05-01
321,Haris Sohail,3,1,3.0,0,31,0,,,10.33,,0,0,,Pakistan,2015-04-01,2015-05-01
322,Mohammad Hafeez,3,1,8.0,1,37,0,,,4.62,,0,0,,Pakistan,2015-04-01,2015-05-01
323,Saad Nasim,3,2,6.0,0,46,0,,,7.66,,0,0,,Pakistan,2015-04-01,2015-05-01
324,Umar Gul,1,1,7.0,0,53,0,,,7.57,,0,0,,Pakistan,2015-04-01,2015-05-01
325,Zulfiqar Babar,1,1,10.0,0,56,0,,,5.6,,0,0,,Pakistan,2015-04-01,2015-05-01
326,Fawad Alam,3,,,,,,,,,,,,,Pakistan,2015-04-01,2015-05-01
327,Mohammad Rizwan,3,,,,,,,,,,,,,Pakistan,2015-04-01,2015-05-01
328,Sami Aslam,1,,,,,,,,,,,,,Pakistan,2015-04-01,2015-05-01
329,Sarfaraz Ahmed,2,,,,,,,,,,,,,Pakistan,2015-04-01,2015-05-01
330,Arafat Sunny,3,3,30.0,1,131,6,3/47,21.83,4.36,30.0,0,0,,Bangladesh,2015-04-01,2015-05-01
331,Shakib Al Hasan,3,3,29.2,0,130,5,2/34,26.0,4.43,35.2,0,0,,Bangladesh,2015-04-01,2015-05-01
332,Rubel Hossain,3,3,21.0,3,115,4,2/43,28.75,5.47,31.5,0,0,,Bangladesh,2015-04-01,2015-05-01
333,Mashrafe Mortaza,2,2,18.0,0,96,3,2/44,32.0,5.33,36.0,0,0,,Bangladesh,2015-04-01,2015-05-01
334,Taskin Ahmed,3,3,18.0,1,105,3,3/42,35.0,5.83,36.0,0,0,,Bangladesh,2015-04-01,2015-05-01
335,Nasir Hossain,3,3,15.0,0,74,2,1/17,37.0,4.93,45.0,0,0,,Bangladesh,2015-04-01,2015-05-01
336,Abul Hasan,1,1,5.0,0,42,0,,,8.4,,0,0,,Bangladesh,2015-04-01,2015-05-01
337,Mahmudullah,3,3,6.0,0,22,0,,,3.66,,0,0,,Bangladesh,2015-04-01,2015-05-01
338,Sabbir Rahman,3,1,2.0,0,17,0,,,8.5,,0,0,,Bangladesh,2015-04-01,2015-05-01
339,Mushfiqur Rahim,3,,,,,,,,,,,,,Bangladesh,2015-04-01,2015-05-01
340,Soumya Sarkar,3,,,,,,,,,,,,,Bangladesh,2015-04-01,2015-05-01
341,Tamim Iqbal,3,,,,,,,,,,,,,Bangladesh,2015-04-01,2015-05-01
342,Wahab Riaz,3,3,22.0,0,115,5,3/47,23.0,5.22,26.4,0,0,,Pakistan,2015-05-01,2015-06-01
343,Anwar Ali,3,3,21.0,0,157,2,1/55,78.5,7.47,63.0,0,0,,Pakistan,2015-05-01,2015-06-01
344,Shoaib Malik,3,2,7.0,0,46,2,1/13,23.0,6.57,21.0,0,0,,Pakistan,2015-05-01,2015-06-01
345,Yasir Shah,3,2,16.0,0,75,2,2/40,37.5,4.68,48.0,0,0,,Pakistan,2015-05-01,2015-06-01
346,Mohammad Hafeez,3,3,16.0,0,87,1,1/33,87.0,5.43,96.0,0,0,,Pakistan,2015-05-01,2015-06-01
347,Hammad Azam,3,2,8.0,0,43,0,,,5.37,,0,0,,Pakistan,2015-05-01,2015-06-01
348,Junaid Khan,1,1,3.0,0,23,0,,,7.66,,0,0,,Pakistan,2015-05-01,2015-06-01
349,Mohammad Sami,2,2,16.0,1,116,0,,,7.25,,0,0,,Pakistan,2015-05-01,2015-06-01
350,Asad Shafiq,3,,,,,,,,,,,,,Pakistan,2015-05-01,2015-06-01
351,Azhar Ali,3,,,,,,,,,,,,,Pakistan,2015-05-01,2015-06-01
352,Babar Azam,1,,,,,,,,,,,,,Pakistan,2015-05-01,2015-06-01
353,Haris Sohail,2,,,,,,,,,,,,,Pakistan,2015-05-01,2015-06-01
354,Sarfaraz Ahmed,3,,,,,,,,,,,,,Pakistan,2015-05-01,2015-06-01
355,TT Bresnan,1,1,6.0,2,11,1,1/11,11.0,1.83,36.0,0,0,,England,2015-05-01,2015-06-01
356,DJ Willey,1,1,4.0,1,17,1,1/17,17.0,4.25,24.0,0,0,,England,2015-05-01,2015-06-01
357,MA Wood,1,1,5.0,0,25,1,1/25,25.0,5.0,30.0,0,0,,England,2015-05-01,2015-06-01
358,ST Finn,1,1,3.0,2,1,0,,,0.33,,0,0,,England,2015-05-01,2015-06-01
359,ZS Ansari,1,,,,,,,,,,,,,England,2015-05-01,2015-06-01
360,JM Bairstow,1,,,,,,,,,,,,,England,2015-05-01,2015-06-01
361,AD Hales,1,,,,,,,,,,,,,England,2015-05-01,2015-06-01
362,AU Rashid,1,,,,,,,,,,,,,England,2015-05-01,2015-06-01
363,JJ Roy,1,,,,,,,,,,,,,England,2015-05-01,2015-06-01
364,JWA Taylor,1,,,,,,,,,,,,,England,2015-05-01,2015-06-01
365,JM Vince,1,,,,,,,,,,,,,England,2015-05-01,2015-06-01
366,R Ashwin,3,3,30.0,3,118,6,3/51,19.66,3.93,30.0,0,0,,India,2015-06-01,2015-07-01
367,DS Kulkarni,2,2,15.0,0,76,3,2/34,25.33,5.06,30.0,0,0,,India,2015-06-01,2015-07-01
368,SK Raina,3,3,20.0,0,99,3,3/45,33.0,4.95,40.0,0,0,,India,2015-06-01,2015-07-01
369,B Kumar,2,2,12.0,0,69,2,2/37,34.5,5.75,36.0,0,0,,India,2015-06-01,2015-07-01
370,AR Patel,2,2,16.0,1,92,2,1/44,46.0,5.75,48.0,0,0,,India,2015-06-01,2015-07-01
371,UT Yadav,2,2,12.0,0,91,2,2/58,45.5,7.58,36.0,0,0,,India,2015-06-01,2015-07-01
372,STR Binny,1,1,6.0,0,41,1,1/41,41.0,6.83,36.0,0,0,,India,2015-06-01,2015-07-01
373,RA Jadeja,2,2,15.0,0,76,1,1/48,76.0,5.06,90.0,0,0,,India,2015-06-01,2015-07-01
374,AT Rayudu,2,1,2.0,1,5,1,1/5,5.0,2.5,12.0,0,0,,India,2015-06-01,2015-07-01
375,MM Sharma,1,1,4.4,0,53,1,1/53,53.0,11.35,28.0,0,0,,India,2015-06-01,2015-07-01
376,V Kohli,3,1,2.0,0,12,0,,,6.0,,0,0,,India,2015-06-01,2015-07-01
377,S Dhawan,3,,,,,,,,,,,,,India,2015-06-01,2015-07-01
378,MS Dhoni,3,,,,,,,,,,,,,India,2015-06-01,2015-07-01
379,AM Rahane,1,,,,,,,,,,,,,India,2015-06-01,2015-07-01
380,RG Sharma,3,,,,,,,,,,,,,India,2015-06-01,2015-07-01
381,Mustafizur Rahman,3,3,29.2,1,150,13,6/43,11.53,5.11,13.5,0,2,,Bangladesh,2015-06-01,2015-07-01
382,Mashrafe Mortaza,3,3,27.0,0,164,4,3/76,41.0,6.07,40.5,0,0,,Bangladesh,2015-06-01,2015-07-01
383,Shakib Al Hasan,3,3,24.0,1,99,3,2/33,33.0,4.12,48.0,0,0,,Bangladesh,2015-06-01,2015-07-01
384,Nasir Hossain,3,3,22.4,0,91,2,2/33,45.5,4.01,68.0,0,0,,Bangladesh,2015-06-01,2015-07-01
385,Rubel Hossain,3,3,22.0,0,137,2,2/26,68.5,6.22,66.0,0,0,,Bangladesh,2015-06-01,2015-07-01
386,Taskin Ahmed,2,2,10.0,1,45,2,2/21,22.5,4.5,30.0,0,0,,Bangladesh,2015-06-01,2015-07-01
387,Arafat Sunny,1,1,6.0,0,42,0,,,7.0,,0,0,,Bangladesh,2015-06-01,2015-07-01
388,Litton Das,3,,,,,,,,,,,,,Bangladesh,2015-06-01,2015-07-01
389,Mushfiqur Rahim,3,,,,,,,,,,,,,Bangladesh,2015-06-01,2015-07-01
390,Sabbir Rahman,3,,,,,,,,,,,,,Bangladesh,2015-06-01,2015-07-01
391,Soumya Sarkar,3,,,,,,,,,,,,,Bangladesh,2015-06-01,2015-07-01
392,Tamim Iqbal,3,,,,,,,,,,,,,Bangladesh,2015-06-01,2015-07-01
393,MJ Santner,5,5,30.0,0,230,7,3/31,32.85,7.66,25.7,0,0,,New Zealand,2015-06-01,2015-07-01
394,TA Boult,2,2,20.0,1,108,6,4/55,18.0,5.4,20.0,1,0,,New Zealand,2015-06-01,2015-07-01
395,MJ Henry,4,4,35.0,0,251,5,2/64,50.2,7.17,42.0,0,0,,New Zealand,2015-06-01,2015-07-01
396,BM Wheeler,3,3,23.0,1,171,5,3/63,34.2,7.43,27.6,0,0,,New Zealand,2015-06-01,2015-07-01
397,MJ McClenaghan,4,4,35.0,0,285,4,2/61,71.25,8.14,52.5,0,0,,New Zealand,2015-06-01,2015-07-01
398,TG Southee,4,4,31.2,1,210,4,3/44,52.5,6.7,47.0,0,0,,New Zealand,2015-06-01,2015-07-01
399,NL McCullum,2,2,16.0,0,152,3,3/86,50.66,9.5,32.0,0,0,,New Zealand,2015-06-01,2015-07-01
400,GD Elliott,5,4,9.0,0,99,2,2/57,49.5,11.0,27.0,0,0,,New Zealand,2015-06-01,2015-07-01
401,AW Mathieson,1,1,4.0,0,40,1,1/40,40.0,10.0,24.0,0,0,,New Zealand,2015-06-01,2015-07-01
402,KS Williamson,5,2,6.0,0,40,1,1/12,40.0,6.66,36.0,0,0,,New Zealand,2015-06-01,2015-07-01
403,MJ Guptill,5,1,1.0,0,12,0,,,12.0,,0,0,,New Zealand,2015-06-01,2015-07-01
404,BB McCullum,5,,,,,,,,,,,,,New Zealand,2015-06-01,2015-07-01
405,L Ronchi,5,,,,,,,,,,,,,New Zealand,2015-06-01,2015-07-01
406,LRPL Taylor,5,,,,,,,,,,,,,New Zealand,2015-06-01,2015-07-01
407,BA Stokes,5,5,39.0,0,254,9,3/52,28.22,6.51,26.0,0,0,,England,2015-06-01,2015-07-01
408,ST Finn,5,5,47.0,3,283,8,4/35,35.37,6.02,35.2,1,0,,England,2015-06-01,2015-07-01
409,AU Rashid,5,5,48.0,0,319,8,4/55,39.87,6.64,36.0,1,0,,England,2015-06-01,2015-07-01
410,DJ Willey,3,3,30.0,1,208,7,3/69,29.71,6.93,25.7,0,0,,England,2015-06-01,2015-07-01
411,CJ Jordan,2,2,14.1,0,130,2,1/33,65.0,9.17,42.5,0,0,,England,2015-06-01,2015-07-01
412,MA Wood,3,3,30.0,0,157,2,1/48,78.5,5.23,90.0,0,0,,England,2015-06-01,2015-07-01
413,LE Plunkett,2,2,14.0,0,108,1,1/71,108.0,7.71,84.0,0,0,,England,2015-06-01,2015-07-01
414,JE Root,5,3,8.0,0,51,0,,,6.37,,0,0,,England,2015-06-01,2015-07-01
415,JM Bairstow,1,,,,,,,,,,,,,England,2015-06-01,2015-07-01
416,SW Billings,5,,,,,,,,,,,,,England,2015-06-01,2015-07-01
417,JC Buttler,4,,,,,,,,,,,,,England,2015-06-01,2015-07-01
418,AD Hales,5,,,,,,,,,,,,,England,2015-06-01,2015-07-01
419,EJG Morgan,5,,,,,,,,,,,,,England,2015-06-01,2015-07-01
420,JJ Roy,5,,,,,,,,,,,,,England,2015-06-01,2015-07-01
421,STR Binny,3,3,27.0,1,151,6,3/55,25.16,5.59,27.0,0,0,,India,2015-07-01,2015-08-01
422,B Kumar,3,3,26.0,5,80,5,4/33,16.0,3.07,31.2,1,0,,India,2015-07-01,2015-08-01
423,AR Patel,3,3,26.4,2,120,5,2/39,24.0,4.5,32.0,0,0,,India,2015-07-01,2015-08-01
424,Harbhajan Singh,3,3,30.0,0,110,4,2/35,27.5,3.66,45.0,0,0,,India,2015-07-01,2015-08-01
425,DS Kulkarni,2,2,18.0,1,99,2,1/39,49.5,5.5,54.0,0,0,,India,2015-07-01,2015-08-01
426,MM Sharma,1,1,7.0,0,33,2,2/33,16.5,4.71,21.0,0,0,,India,2015-07-01,2015-08-01
427,M Vijay,3,2,6.0,0,37,1,1/19,37.0,6.16,36.0,0,0,,India,2015-07-01,2015-08-01
428,MK Tiwary,3,1,1.0,0,6,0,,,6.0,,0,0,,India,2015-07-01,2015-08-01
429,KM Jadhav,3,,,,,,,,,,,,,India,2015-07-01,2015-08-01
430,MK Pandey,1,,,,,,,,,,,,,India,2015-07-01,2015-08-01
431,AM Rahane,3,,,,,,,,,,,,,India,2015-07-01,2015-08-01
432,AT Rayudu,2,,,,,,,,,,,,,India,2015-07-01,2015-08-01
433,RV Uthappa,3,,,,,,,,,,,,,India,2015-07-01,2015-08-01
434,Rahat Ali,5,5,41.1,0,265,9,3/73,29.44,6.43,27.4,0,0,,Pakistan,2015-07-01,2015-08-01
435,Anwar Ali,5,5,35.0,0,207,6,2/24,34.5,5.91,35.0,0,0,,Pakistan,2015-07-01,2015-08-01
436,Mohammad Hafeez,5,2,20.0,1,102,6,4/41,17.0,5.1,20.0,1,0,,Pakistan,2015-07-01,2015-08-01
437,Yasir Shah,5,5,48.0,1,249,6,4/29,41.5,5.18,48.0,1,0,,Pakistan,2015-07-01,2015-08-01
438,Mohammad Irfan,5,5,47.0,2,257,4,3/50,64.25,5.46,70.5,0,0,,Pakistan,2015-07-01,2015-08-01
439,Imad Wasim,3,3,20.1,0,98,3,2/28,32.66,4.85,40.3,0,0,,Pakistan,2015-07-01,2015-08-01
440,Azhar Ali,5,1,2.0,0,13,0,,,6.5,,0,0,,Pakistan,2015-07-01,2015-08-01
441,Shoaib Malik,5,5,26.0,0,128,0,,,4.92,,0,0,,Pakistan,2015-07-01,2015-08-01
442,Ahmed Shehzad,5,,,,,,,,,,,,,Pakistan,2015-07-01,2015-08-01
443,Babar Azam,2,,,,,,,,,,,,,Pakistan,2015-07-01,2015-08-01
444,Mohammad Rizwan,5,,,,,,,,,,,,,Pakistan,2015-07-01,2015-08-01
445,Sarfaraz Ahmed,5,,,,,,,,,,,,,Pakistan,2015-07-01,2015-08-01
446,Mustafizur Rahman,3,3,24.0,3,77,5,3/38,15.4,3.2,28.8,0,0,,Bangladesh,2015-07-01,2015-08-01
447,Nasir Hossain,3,3,23.0,1,84,4,3/26,21.0,3.65,34.5,0,0,,Bangladesh,2015-07-01,2015-08-01
448,Rubel Hossain,2,2,15.0,2,63,4,2/29,15.75,4.2,22.5,0,0,,Bangladesh,2015-07-01,2015-08-01
449,Mashrafe Mortaza,3,3,16.0,0,82,3,1/17,27.33,5.12,32.0,0,0,,Bangladesh,2015-07-01,2015-08-01
450,Shakib Al Hasan,3,3,23.0,1,90,3,3/33,30.0,3.91,46.0,0,0,,Bangladesh,2015-07-01,2015-08-01
451,Mahmudullah,3,3,11.0,0,50,2,1/13,25.0,4.54,33.0,0,0,,Bangladesh,2015-07-01,2015-08-01
452,Jubair Hossain,1,1,5.0,0,31,0,,,6.2,,0,0,,Bangladesh,2015-07-01,2015-08-01
453,Sabbir Rahman,3,1,0.1,0,4,0,,,24.0,,0,0,,Bangladesh,2015-07-01,2015-08-01
454,Litton Das,3,,,,,,,,,,,,,Bangladesh,2015-07-01,2015-08-01
455,Mushfiqur Rahim,3,,,,,,,,,,,,,Bangladesh,2015-07-01,2015-08-01
456,Soumya Sarkar,3,,,,,,,,,,,,,Bangladesh,2015-07-01,2015-08-01
457,Tamim Iqbal,3,,,,,,,,,,,,,Bangladesh,2015-07-01,2015-08-01
458,K Rabada,3,3,21.0,3,102,8,6/16,12.75,4.85,15.7,0,1,,South Africa,2015-07-01,2015-08-01
459,Imran Tahir,3,3,22.5,3,115,2,1/37,57.5,5.03,68.5,0,0,,South Africa,2015-07-01,2015-08-01
460,CH Morris,2,2,9.3,0,61,2,2/32,30.5,6.42,28.5,0,0,,South Africa,2015-07-01,2015-08-01
461,KJ Abbott,3,3,16.0,0,90,1,1/22,90.0,5.62,96.0,0,0,,South Africa,2015-07-01,2015-08-01
462,JP Duminy,3,3,14.0,0,72,1,1/28,72.0,5.14,84.0,0,0,,South Africa,2015-07-01,2015-08-01
463,F Behardien,3,1,2.0,0,11,0,,,5.5,,0,0,,South Africa,2015-07-01,2015-08-01
464,M Morkel,1,1,5.0,0,36,0,,,7.2,,0,0,,South Africa,2015-07-01,2015-08-01
465,HM Amla,3,,,,,,,,,,,,,South Africa,2015-07-01,2015-08-01
466,Q de Kock,3,,,,,,,,,,,,,South Africa,2015-07-01,2015-08-01
467,F du Plessis,3,,,,,,,,,,,,,South Africa,2015-07-01,2015-08-01
468,DA Miller,3,,,,,,,,,,,,,South Africa,2015-07-01,2015-08-01
469,RR Rossouw,3,,,,,,,,,,,,,South Africa,2015-07-01,2015-08-01
470,MJ McClenaghan,4,4,37.4,2,210,6,3/36,35.0,5.57,37.6,0,0,,New Zealand,2015-08-01,2015-09-01
471,IS Sodhi,6,6,58.0,2,319,6,3/38,53.16,5.5,58.0,0,0,,New Zealand,2015-08-01,2015-09-01
472,GD Elliott,6,6,35.0,0,159,5,2/27,31.8,4.54,42.0,0,0,,New Zealand,2015-08-01,2015-09-01
473,NL McCullum,4,4,33.0,0,176,5,3/62,35.2,5.33,39.6,0,0,,New Zealand,2015-08-01,2015-09-01
474,AF Milne,3,3,30.0,1,134,5,2/39,26.8,4.46,36.0,0,0,,New Zealand,2015-08-01,2015-09-01
475,DAJ Bracewell,2,2,20.0,1,85,4,3/31,21.25,4.25,30.0,0,0,,New Zealand,2015-08-01,2015-09-01
476,BM Wheeler,3,3,28.3,2,144,3,3/71,48.0,5.05,57.0,0,0,,New Zealand,2015-08-01,2015-09-01
477,JDS Neesham,3,3,17.0,1,107,2,1/16,53.5,6.29,51.0,0,0,,New Zealand,2015-08-01,2015-09-01
478,KS Williamson,6,3,11.0,0,64,1,1/23,64.0,5.81,66.0,0,0,,New Zealand,2015-08-01,2015-09-01
479,MJ Henry,2,2,17.0,2,103,0,,,6.05,,0,0,,New Zealand,2015-08-01,2015-09-01
480,C Munro,5,3,8.0,0,33,0,,,4.12,,0,0,,New Zealand,2015-08-01,2015-09-01
481,GH Worker,2,1,1.0,0,5,0,,,5.0,,0,0,,New Zealand,2015-08-01,2015-09-01
482,MJ Guptill,6,,,,,,,,,,,,,New Zealand,2015-08-01,2015-09-01
483,TWM Latham,6,,,,,,,,,,,,,New Zealand,2015-08-01,2015-09-01
484,L Ronchi,6,,,,,,,,,,,,,New Zealand,2015-08-01,2015-09-01
485,LRPL Taylor,2,,,,,,,,,,,,,New Zealand,2015-08-01,2015-09-01
486,NM Coulter-Nile,1,1,4.4,0,13,3,3/13,4.33,2.78,9.3,0,0,,Australia,2015-08-01,2015-09-01
487,PJ Cummins,1,1,5.0,0,19,2,2/19,9.5,3.8,15.0,0,0,,Australia,2015-08-01,2015-09-01
488,GJ Maxwell,1,1,4.0,0,41,2,2/41,20.5,10.25,12.0,0,0,,Australia,2015-08-01,2015-09-01
489,MA Starc,1,1,5.0,0,34,2,2/34,17.0,6.8,15.0,0,0,,Australia,2015-08-01,2015-09-01
490,MR Marsh,1,1,3.0,0,26,0,,,8.66,,0,0,,Australia,2015-08-01,2015-09-01
491,SR Watson,1,1,2.0,0,12,0,,,6.0,,0,0,,Australia,2015-08-01,2015-09-01
492,GJ Bailey,1,,,,,,,,,,,,,Australia,2015-08-01,2015-09-01
493,JA Burns,1,,,,,,,,,,,,,Australia,2015-08-01,2015-09-01
494,SPD Smith,1,,,,,,,,,,,,,Australia,2015-08-01,2015-09-01
495,MS Wade,1,,,,,,,,,,,,,Australia,2015-08-01,2015-09-01
496,DA Warner,1,,,,,,,,,,,,,Australia,2015-08-01,2015-09-01
497,Imran Tahir,3,3,30.0,1,118,5,2/36,23.6,3.93,36.0,0,0,,South Africa,2015-08-01,2015-09-01
