,Player,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,,Team,Start Date,End Date
1471,Tamim Iqbal,4,4,0,293,128,73.25,340,86.17,1,2,1,25,7,,Bangladesh,2017-06-01,2017-07-01
1472,Shakib Al Hasan,4,4,0,168,114,42.0,194,86.59,1,0,0,16,1,,Bangladesh,2017-06-01,2017-07-01
1473,Mushfiqur Rahim,4,4,0,163,79,40.75,211,77.25,0,2,0,14,0,,Bangladesh,2017-06-01,2017-07-01
1474,Mahmudullah,4,4,2,137,102,68.5,149,91.94,1,0,0,10,3,,Bangladesh,2017-06-01,2017-07-01
1475,Sabbir Rahman,4,4,0,59,24,14.75,59,100.0,0,0,0,9,0,,Bangladesh,2017-06-01,2017-07-01
1476,Soumya Sarkar,4,4,0,34,28,8.5,60,56.66,0,0,1,4,1,,Bangladesh,2017-06-01,2017-07-01
1477,Mashrafe Mortaza,4,2,1,30,30,30.0,27,111.11,0,0,1,5,0,,Bangladesh,2017-06-01,2017-07-01
1478,Imrul Kayes,2,2,0,25,19,12.5,36,69.44,0,0,0,3,0,,Bangladesh,2017-06-01,2017-07-01
1479,Mosaddek Hossain,3,3,2,24,15,24.0,33,72.72,0,0,0,4,0,,Bangladesh,2017-06-01,2017-07-01
1480,Mehidy Hasan Miraz,1,1,0,14,14,14.0,26,53.84,0,0,0,1,0,,Bangladesh,2017-06-01,2017-07-01
1481,Taskin Ahmed,2,1,1,10,10,,14,71.42,0,0,0,1,0,,Bangladesh,2017-06-01,2017-07-01
1482,Mustafizur Rahman,4,1,1,1,1,,4,25.0,0,0,0,0,0,,Bangladesh,2017-06-01,2017-07-01
1483,Rubel Hossain,4,1,0,0,0,0.0,1,0.0,0,0,1,0,0,,Bangladesh,2017-06-01,2017-07-01
1484,KS Williamson,3,3,0,244,100,81.33,264,92.42,1,2,0,21,3,,New Zealand,2017-06-01,2017-07-01
1485,LRPL Taylor,3,3,0,148,63,49.33,199,74.37,0,1,0,15,0,,New Zealand,2017-06-01,2017-07-01
1486,MJ Guptill,3,3,0,86,33,28.66,90,95.55,0,0,0,13,1,,New Zealand,2017-06-01,2017-07-01
1487,L Ronchi,3,3,0,81,65,27.0,62,130.64,0,1,1,11,3,,New Zealand,2017-06-01,2017-07-01
1488,NT Broom,3,3,0,61,36,20.33,80,76.25,0,0,0,4,0,,New Zealand,2017-06-01,2017-07-01
1489,JDS Neesham,3,3,0,47,23,15.66,48,97.91,0,0,0,4,1,,New Zealand,2017-06-01,2017-07-01
1490,AF Milne,3,3,0,28,11,9.33,26,107.69,0,0,0,3,0,,New Zealand,2017-06-01,2017-07-01
1491,MJ Santner,3,3,1,25,14,12.5,34,73.52,0,0,0,1,0,,New Zealand,2017-06-01,2017-07-01
1492,CJ Anderson,3,3,0,18,10,6.0,21,85.71,0,0,1,1,1,,New Zealand,2017-06-01,2017-07-01
1493,TG Southee,3,3,2,12,10,12.0,11,109.09,0,0,0,2,0,,New Zealand,2017-06-01,2017-07-01
1494,TA Boult,3,2,1,0,0,0.0,2,0.0,0,0,1,0,0,,New Zealand,2017-06-01,2017-07-01
1495,JE Root,4,4,1,258,133,86.0,264,97.72,1,1,0,19,3,,England,2017-06-01,2017-07-01
1496,EJG Morgan,4,4,1,208,87,69.33,207,100.48,0,2,0,22,7,,England,2017-06-01,2017-07-01
1497,BA Stokes,4,3,1,184,102,92.0,226,81.41,1,0,0,17,4,,England,2017-06-01,2017-07-01
1498,AD Hales,4,4,0,164,95,41.0,165,99.39,0,2,1,16,4,,England,2017-06-01,2017-07-01
1499,JC Buttler,4,3,2,94,61,94.0,87,108.04,0,1,0,5,3,,England,2017-06-01,2017-07-01
1500,JM Bairstow,1,1,0,43,43,43.0,57,75.43,0,0,0,4,0,,England,2017-06-01,2017-07-01
1501,LE Plunkett,4,2,0,24,15,12.0,24,100.0,0,0,0,2,1,,England,2017-06-01,2017-07-01
1502,MM Ali,4,2,0,23,12,11.5,25,92.0,0,0,0,2,1,,England,2017-06-01,2017-07-01
1503,AU Rashid,3,2,0,19,12,9.5,24,79.16,0,0,0,1,0,,England,2017-06-01,2017-07-01
1504,JJ Roy,3,3,0,18,13,6.0,33,54.54,0,0,0,3,0,,England,2017-06-01,2017-07-01
1505,MA Wood,4,2,0,3,3,1.5,6,50.0,0,0,1,0,0,,England,2017-06-01,2017-07-01
1506,JT Ball,4,2,1,2,2,2.0,6,33.33,0,0,1,0,0,,England,2017-06-01,2017-07-01
1507,CR Woakes,1,,,,,,,,,,,,,,England,2017-06-01,2017-07-01
1508,AJ Finch,3,3,0,95,68,31.66,109,87.15,0,1,0,11,0,,Australia,2017-06-01,2017-07-01
1509,SPD Smith,3,3,2,86,56,86.0,108,79.62,0,1,0,8,0,,Australia,2017-06-01,2017-07-01
1510,DA Warner,3,3,1,79,40,39.5,85,92.94,0,0,0,7,1,,Australia,2017-06-01,2017-07-01
1511,TM Head,3,1,1,71,71,,64,110.93,0,1,0,5,2,,Australia,2017-06-01,2017-07-01
1512,MC Henriques,3,2,0,35,18,17.5,33,106.06,0,0,0,7,0,,Australia,2017-06-01,2017-07-01
1513,GJ Maxwell,3,1,0,20,20,20.0,31,64.51,0,0,0,2,0,,Australia,2017-06-01,2017-07-01
1514,PJ Cummins,3,1,0,4,4,4.0,7,57.14,0,0,0,0,0,,Australia,2017-06-01,2017-07-01
1515,MS Wade,3,1,0,2,2,2.0,3,66.66,0,0,0,0,0,,Australia,2017-06-01,2017-07-01
1516,JR Hazlewood,3,1,1,1,1,,5,20.0,0,0,0,0,0,,Australia,2017-06-01,2017-07-01
1517,MA Starc,3,1,0,0,0,0.0,3,0.0,0,0,1,0,0,,Australia,2017-06-01,2017-07-01
1518,A Zampa,2,1,0,0,0,0.0,3,0.0,0,0,1,0,0,,Australia,2017-06-01,2017-07-01
1519,JW Hastings,1,,,,,,,,,,,,,,Australia,2017-06-01,2017-07-01
1520,Gulbadin Naib,3,2,1,92,51,92.0,101,91.08,0,1,0,5,4,,Afghanistan,2017-06-01,2017-07-01
1521,Javed Ahmadi,3,2,0,90,81,45.0,133,67.66,0,1,0,9,2,,Afghanistan,2017-06-01,2017-07-01
1522,Mohammad Nabi,3,2,1,40,27,40.0,54,74.07,0,0,0,2,0,,Afghanistan,2017-06-01,2017-07-01
1523,Samiullah Shinwari,2,2,0,24,22,12.0,50,48.0,0,0,0,0,1,,Afghanistan,2017-06-01,2017-07-01
1524,Afsar Zazai,3,2,0,22,13,11.0,51,43.13,0,0,0,0,0,,Afghanistan,2017-06-01,2017-07-01
1525,Rahmat Shah,3,2,0,18,17,9.0,57,31.57,0,0,0,1,0,,Afghanistan,2017-06-01,2017-07-01
1526,Asghar Afghan,3,2,0,13,11,6.5,30,43.33,0,0,0,2,0,,Afghanistan,2017-06-01,2017-07-01
1527,Noor Ali Zadran,3,2,0,13,8,6.5,29,44.82,0,0,0,1,0,,Afghanistan,2017-06-01,2017-07-01
1528,Dawlat Zadran,3,1,0,9,9,9.0,8,112.5,0,0,0,1,0,,Afghanistan,2017-06-01,2017-07-01
1529,Rashid Khan,3,1,0,7,7,7.0,12,58.33,0,0,0,0,1,,Afghanistan,2017-06-01,2017-07-01
1530,Amir Hamza,2,1,1,0,0,,1,0.0,0,0,0,0,0,,Afghanistan,2017-06-01,2017-07-01
1531,Fareed Ahmad,1,,,,,,,,,,,,,,Afghanistan,2017-06-01,2017-07-01
1532,Nasir Jamal,1,,,,,,,,,,,,,,Afghanistan,2017-06-01,2017-07-01
1533,HM Amla,3,3,0,154,103,51.33,189,81.48,1,0,0,10,3,,South Africa,2017-06-01,2017-07-01
1534,F du Plessis,3,3,0,137,75,45.66,164,83.53,0,1,0,8,0,,South Africa,2017-06-01,2017-07-01
1535,Q de Kock,3,3,0,109,53,36.33,163,66.87,0,1,0,8,0,,South Africa,2017-06-01,2017-07-01
1536,DA Miller,3,3,1,94,75,47.0,129,72.86,0,1,0,2,4,,South Africa,2017-06-01,2017-07-01
1537,JP Duminy,3,3,2,66,38,66.0,75,88.0,0,0,0,6,1,,South Africa,2017-06-01,2017-07-01
1538,CH Morris,3,3,0,52,28,17.33,72,72.22,0,0,0,4,0,,South Africa,2017-06-01,2017-07-01
1539,K Rabada,3,2,0,31,26,15.5,31,100.0,0,0,0,3,0,,South Africa,2017-06-01,2017-07-01
1540,AB de Villiers,3,3,0,20,16,6.66,17,117.64,0,0,1,1,0,,South Africa,2017-06-01,2017-07-01
1541,WD Parnell,2,2,1,7,7,7.0,9,77.77,0,0,1,0,0,,South Africa,2017-06-01,2017-07-01
1542,AL Phehlukwayo,1,1,0,4,4,4.0,11,36.36,0,0,0,0,0,,South Africa,2017-06-01,2017-07-01
1543,Imran Tahir,3,1,0,1,1,1.0,7,14.28,0,0,0,0,0,,South Africa,2017-06-01,2017-07-01
1544,M Morkel,3,2,1,0,0,0.0,1,0.0,0,0,1,0,0,,South Africa,2017-06-01,2017-07-01
1545,V Kohli,2,2,1,114,111,114.0,127,89.76,1,0,0,12,2,,India,2017-07-01,2017-08-01
1546,AM Rahane,2,2,0,99,60,49.5,142,69.71,0,1,0,12,0,,India,2017-07-01,2017-08-01
1547,MS Dhoni,2,1,0,54,54,54.0,114,47.36,0,1,0,1,0,,India,2017-07-01,2017-08-01
1548,KD Karthik,2,2,1,52,50,52.0,71,73.23,0,1,0,5,0,,India,2017-07-01,2017-08-01
1549,HH Pandya,2,1,0,20,20,20.0,21,95.23,0,0,0,1,1,,India,2017-07-01,2017-08-01
1550,RA Jadeja,2,1,0,11,11,11.0,11,100.0,0,0,0,1,0,,India,2017-07-01,2017-08-01
1551,KM Jadhav,2,1,0,10,10,10.0,14,71.42,0,0,0,0,0,,India,2017-07-01,2017-08-01
1552,S Dhawan,2,2,0,9,5,4.5,10,90.0,0,0,0,1,0,,India,2017-07-01,2017-08-01
1553,Kuldeep Yadav,2,1,1,2,2,,6,33.33,0,0,0,0,0,,India,2017-07-01,2017-08-01
1554,Mohammed Shami,2,1,0,1,1,1.0,2,50.0,0,0,0,0,0,,India,2017-07-01,2017-08-01
1555,UT Yadav,2,1,0,0,0,0.0,1,0.0,0,0,1,0,0,,India,2017-07-01,2017-08-01
1556,RG Sharma,4,4,1,286,124,95.33,291,98.28,2,1,0,32,8,,India,2017-08-01,2017-09-01
1557,V Kohli,4,4,1,220,131,73.33,179,122.9,1,1,0,28,3,,India,2017-08-01,2017-09-01
1558,S Dhawan,4,4,1,190,132,63.33,149,127.51,1,0,0,28,4,,India,2017-08-01,2017-09-01
1559,MS Dhoni,4,3,3,161,67,,196,82.14,0,1,0,10,2,,India,2017-08-01,2017-09-01
1560,B Kumar,3,1,1,53,53,,80,66.25,0,1,0,4,1,,India,2017-08-01,2017-09-01
1561,MK Pandey,1,1,1,50,50,,42,119.04,0,1,0,4,0,,India,2017-08-01,2017-09-01
1562,KL Rahul,4,3,0,28,17,9.33,38,73.68,0,0,0,2,0,,India,2017-08-01,2017-09-01
1563,HH Pandya,4,2,0,19,19,9.5,21,90.47,0,0,1,1,1,,India,2017-08-01,2017-09-01
1564,AR Patel,4,1,0,6,6,6.0,9,66.66,0,0,0,0,0,,India,2017-08-01,2017-09-01
1565,KM Jadhav,3,2,0,1,1,0.5,5,20.0,0,0,1,0,0,,India,2017-08-01,2017-09-01
1566,JJ Bumrah,4,,,,,,,,,,,,,,India,2017-08-01,2017-09-01
1567,YS Chahal,3,,,,,,,,,,,,,,India,2017-08-01,2017-09-01
1568,Kuldeep Yadav,1,,,,,,,,,,,,,,India,2017-08-01,2017-09-01
1569,SN Thakur,1,,,,,,,,,,,,,,India,2017-08-01,2017-09-01
1570,RG Sharma,6,6,0,312,125,52.0,304,102.63,1,2,0,23,14,,India,2017-09-01,2017-10-01
1571,V Kohli,6,6,1,290,110,58.0,338,85.79,1,1,1,24,0,,India,2017-09-01,2017-10-01
1572,AM Rahane,6,6,0,249,70,41.5,312,79.8,0,4,0,29,1,,India,2017-09-01,2017-10-01
1573,HH Pandya,5,4,0,222,83,55.5,204,108.82,0,2,0,13,12,,India,2017-09-01,2017-10-01
1574,KM Jadhav,6,6,1,201,67,40.2,232,86.63,0,2,0,22,2,,India,2017-09-01,2017-10-01
1575,MK Pandey,6,6,2,119,36,29.75,136,87.5,0,0,1,13,1,,India,2017-09-01,2017-10-01
1576,MS Dhoni,6,5,2,101,79,33.66,115,87.82,0,1,0,6,3,,India,2017-09-01,2017-10-01
1577,B Kumar,5,2,1,52,32,52.0,63,82.53,0,0,0,6,0,,India,2017-09-01,2017-10-01
1578,JJ Bumrah,5,1,1,10,10,,6,166.66,0,0,0,2,0,,India,2017-09-01,2017-10-01
1579,Mohammed Shami,1,1,1,6,6,,6,100.0,0,0,0,1,0,,India,2017-09-01,2017-10-01
1580,AR Patel,2,1,0,5,5,5.0,6,83.33,0,0,0,0,0,,India,2017-09-01,2017-10-01
1581,UT Yadav,1,1,1,2,2,,2,100.0,0,0,0,0,0,,India,2017-09-01,2017-10-01
1582,YS Chahal,5,1,0,1,1,1.0,2,50.0,0,0,0,0,0,,India,2017-09-01,2017-10-01
1583,Kuldeep Yadav,5,2,1,0,0,0.0,2,0.0,0,0,1,0,0,,India,2017-09-01,2017-10-01
1584,SN Thakur,1,,,,,,,,,,,,,,India,2017-09-01,2017-10-01
1585,JM Bairstow,5,5,3,302,141,151.0,286,105.59,2,0,0,32,1,,England,2017-09-01,2017-10-01
1586,JE Root,5,4,1,198,84,66.0,191,103.66,0,2,0,15,3,,England,2017-09-01,2017-10-01
1587,JJ Roy,2,2,0,180,96,90.0,136,132.35,0,2,0,22,3,,England,2017-09-01,2017-10-01
1588,MM Ali,5,2,1,150,102,150.0,82,182.92,1,0,0,13,10,,England,2017-09-01,2017-10-01
1589,BA Stokes,3,2,1,96,73,96.0,73,131.5,0,1,0,6,5,,England,2017-09-01,2017-10-01
1590,AD Hales,3,3,1,65,36,32.5,56,116.07,0,0,0,11,0,,England,2017-09-01,2017-10-01
1591,JC Buttler,5,2,1,45,43,45.0,39,115.38,0,0,0,5,0,,England,2017-09-01,2017-10-01
1592,CR Woakes,4,1,0,34,34,34.0,34,100.0,0,0,0,1,1,,England,2017-09-01,2017-10-01
1593,EJG Morgan,5,3,0,29,19,9.66,29,100.0,0,0,1,4,0,,England,2017-09-01,2017-10-01
1594,LE Plunkett,5,1,0,9,9,9.0,6,150.0,0,0,0,1,0,,England,2017-09-01,2017-10-01
1595,AU Rashid,5,1,1,9,9,,3,300.0,0,0,0,2,0,,England,2017-09-01,2017-10-01
1596,SW Billings,2,1,0,2,2,2.0,4,50.0,0,0,0,0,0,,England,2017-09-01,2017-10-01
1597,DJ Willey,3,1,1,1,1,,3,33.33,0,0,0,0,0,,England,2017-09-01,2017-10-01
1598,JT Ball,2,,,,,,,,,,,,,,England,2017-09-01,2017-10-01
1599,TK Curran,1,,,,,,,,,,,,,,England,2017-09-01,2017-10-01
1600,AJ Finch,3,3,0,250,124,83.33,257,97.27,1,1,0,28,8,,Australia,2017-09-01,2017-10-01
1601,DA Warner,5,5,0,245,124,49.0,262,93.51,1,1,0,23,5,,Australia,2017-09-01,2017-10-01
1602,MP Stoinis,5,5,3,153,62,76.5,175,87.42,0,1,0,12,6,,Australia,2017-09-01,2017-10-01
1603,SPD Smith,5,5,0,142,63,28.4,182,78.02,0,2,0,14,0,,Australia,2017-09-01,2017-10-01
1604,TM Head,5,5,0,119,42,23.8,148,80.4,0,0,0,10,1,,Australia,2017-09-01,2017-10-01
1605,PSP Handscomb,3,3,0,59,43,19.66,54,109.25,0,0,0,3,1,,Australia,2017-09-01,2017-10-01
1606,GJ Maxwell,3,3,0,58,39,19.33,49,118.36,0,0,0,3,6,,Australia,2017-09-01,2017-10-01
1607,JP Faulkner,2,2,1,44,32,44.0,42,104.76,0,0,0,1,1,,Australia,2017-09-01,2017-10-01
1608,MS Wade,4,4,1,34,20,11.33,39,87.17,0,0,0,1,1,,Australia,2017-09-01,2017-10-01
1609,PJ Cummins,5,3,1,11,9,5.5,10,110.0,0,0,1,1,0,,Australia,2017-09-01,2017-10-01
1610,NM Coulter-Nile,5,3,0,10,8,3.33,26,38.46,0,0,1,0,0,,Australia,2017-09-01,2017-10-01
1611,AC Agar,2,2,1,9,9,9.0,7,128.57,0,0,1,1,0,,Australia,2017-09-01,2017-10-01
1612,A Zampa,3,1,1,5,5,,4,125.0,0,0,0,0,0,,Australia,2017-09-01,2017-10-01
1613,HWR Cartwright,2,2,0,2,1,1.0,23,8.69,0,0,0,0,0,,Australia,2017-09-01,2017-10-01
1614,KW Richardson,3,1,0,0,0,0.0,7,0.0,0,0,1,0,0,,Australia,2017-09-01,2017-10-01
1615,V Kohli,4,4,0,302,121,75.5,315,95.87,2,0,0,23,4,,India,2017-10-01,2017-11-01
1616,RG Sharma,4,4,0,299,147,74.75,284,105.28,2,0,0,30,9,,India,2017-10-01,2017-11-01
1617,KD Karthik,3,3,2,105,64,105.0,142,73.94,0,1,0,8,0,,India,2017-10-01,2017-11-01
1618,S Dhawan,3,3,0,91,68,30.33,116,78.44,0,1,0,9,2,,India,2017-10-01,2017-11-01
1619,MS Dhoni,4,3,1,68,25,34.0,80,85.0,0,0,0,8,0,,India,2017-10-01,2017-11-01
1620,AM Rahane,1,1,0,61,61,61.0,74,82.43,0,1,0,7,0,,India,2017-10-01,2017-11-01
1621,HH Pandya,4,3,0,54,30,18.0,53,101.88,0,0,0,4,2,,India,2017-10-01,2017-11-01
1622,KM Jadhav,4,3,1,35,18,17.5,43,81.39,0,0,0,3,1,,India,2017-10-01,2017-11-01
1623,B Kumar,4,1,0,26,26,26.0,15,173.33,0,0,0,2,2,,India,2017-10-01,2017-11-01
1624,MK Pandey,1,1,1,11,11,,11,100.0,0,0,0,2,0,,India,2017-10-01,2017-11-01
1625,Kuldeep Yadav,2,1,1,0,0,,0,,0,0,0,0,0,,India,2017-10-01,2017-11-01
1626,JJ Bumrah,4,,,,,,,,,,,,,,India,2017-10-01,2017-11-01
1627,YS Chahal,3,,,,,,,,,,,,,,India,2017-10-01,2017-11-01
1628,AR Patel,3,,,,,,,,,,,,,,India,2017-10-01,2017-11-01
1629,Babar Azam,5,4,1,303,103,101.0,404,75.0,2,1,0,17,0,,Pakistan,2017-10-01,2017-11-01
1630,Shoaib Malik,5,4,2,161,81,80.5,157,102.54,0,2,0,8,5,,Pakistan,2017-10-01,2017-11-01
1631,Fakhar Zaman,5,5,0,148,48,29.6,175,84.57,0,0,0,17,2,,Pakistan,2017-10-01,2017-11-01
1632,Imam-ul-Haq,3,3,1,147,100,73.5,192,76.56,1,0,0,9,3,,Pakistan,2017-10-01,2017-11-01
1633,Mohammad Hafeez,5,4,1,83,34,27.66,119,69.74,0,0,0,9,1,,Pakistan,2017-10-01,2017-11-01
1634,Shadab Khan,5,1,1,52,52,,68,76.47,0,1,0,1,0,,Pakistan,2017-10-01,2017-11-01
1635,Imad Wasim,4,2,1,20,10,20.0,31,64.51,0,0,0,0,1,,Pakistan,2017-10-01,2017-11-01
1636,Hasan Ali,5,2,1,18,11,18.0,7,257.14,0,0,0,2,1,,Pakistan,2017-10-01,2017-11-01
1637,Ahmed Shehzad,2,2,0,8,8,4.0,29,27.58,0,0,1,0,0,,Pakistan,2017-10-01,2017-11-01
1638,Sarfaraz Ahmed,5,2,0,6,5,3.0,17,35.29,0,0,0,0,0,,Pakistan,2017-10-01,2017-11-01
1639,Faheem Ashraf,2,1,1,5,5,,11,45.45,0,0,0,0,0,,Pakistan,2017-10-01,2017-11-01
1640,Junaid Khan,4,1,1,0,0,,0,,0,0,0,0,0,,Pakistan,2017-10-01,2017-11-01
1641,Rumman Raees,3,1,0,0,0,0.0,1,0.0,0,0,1,0,0,,Pakistan,2017-10-01,2017-11-01
1642,Usman Shinwari,2,,,,,,,,,,,,,,Pakistan,2017-10-01,2017-11-01
1643,Mushfiqur Rahim,3,3,1,178,110,89.0,207,85.99,1,1,0,16,3,,Bangladesh,2017-10-01,2017-11-01
1644,Imrul Kayes,3,3,0,100,68,33.33,126,79.36,0,1,0,10,2,,Bangladesh,2017-10-01,2017-11-01
1645,Shakib Al Hasan,3,3,0,97,63,32.33,132,73.48,0,1,0,10,0,,Bangladesh,2017-10-01,2017-11-01
1646,Sabbir Rahman,3,3,0,75,39,25.0,88,85.22,0,0,0,9,1,,Bangladesh,2017-10-01,2017-11-01
1647,Mahmudullah,3,3,0,63,35,21.0,80,78.75,0,0,0,6,1,,Bangladesh,2017-10-01,2017-11-01
1648,Litton Das,3,3,0,41,21,13.66,47,87.23,0,0,0,6,1,,Bangladesh,2017-10-01,2017-11-01
1649,Tamim Iqbal,1,1,0,23,23,23.0,25,92.0,0,0,0,3,0,,Bangladesh,2017-10-01,2017-11-01
1650,Mashrafe Mortaza,3,2,0,17,17,8.5,20,85.0,0,0,1,3,0,,Bangladesh,2017-10-01,2017-11-01
1651,Mohammad Saifuddin,1,1,0,16,16,16.0,11,145.45,0,0,0,1,1,,Bangladesh,2017-10-01,2017-11-01
1652,Mehidy Hasan Miraz,1,1,0,15,15,15.0,38,39.47,0,0,0,1,0,,Bangladesh,2017-10-01,2017-11-01
1653,Nasir Hossain,2,2,0,14,11,7.0,19,73.68,0,0,0,2,0,,Bangladesh,2017-10-01,2017-11-01
1654,Rubel Hossain,3,2,1,8,8,8.0,14,57.14,0,0,0,2,0,,Bangladesh,2017-10-01,2017-11-01
1655,Soumya Sarkar,1,1,0,8,8,8.0,13,61.53,0,0,0,1,0,,Bangladesh,2017-10-01,2017-11-01
1656,Taskin Ahmed,3,2,1,5,3,5.0,12,41.66,0,0,0,0,0,,Bangladesh,2017-10-01,2017-11-01
1657,TWM Latham,3,3,1,206,103,103.0,216,95.37,1,1,0,17,2,,New Zealand,2017-10-01,2017-11-01
1658,LRPL Taylor,3,3,0,155,95,51.66,180,86.11,0,1,0,13,0,,New Zealand,2017-10-01,2017-11-01
1659,C Munro,3,3,0,113,75,37.66,114,99.12,0,1,0,11,5,,New Zealand,2017-10-01,2017-11-01
1660,HM Nicholls,3,3,1,83,42,41.5,87,95.4,0,0,0,9,1,,New Zealand,2017-10-01,2017-11-01
1661,KS Williamson,3,3,0,73,64,24.33,106,68.86,0,1,0,8,0,,New Zealand,2017-10-01,2017-11-01
1662,MJ Guptill,3,3,0,53,32,17.66,71,74.64,0,0,0,8,0,,New Zealand,2017-10-01,2017-11-01
1663,C de Grandhomme,3,2,1,49,41,49.0,51,96.07,0,0,0,5,1,,New Zealand,2017-10-01,2017-11-01
1664,MJ Santner,3,2,0,38,29,19.0,43,88.37,0,0,0,2,2,,New Zealand,2017-10-01,2017-11-01
1665,TG Southee,3,2,2,29,25,,23,126.08,0,0,0,2,1,,New Zealand,2017-10-01,2017-11-01
1666,TA Boult,3,1,1,2,2,,2,100.0,0,0,0,0,0,,New Zealand,2017-10-01,2017-11-01
1667,AF Milne,3,1,0,0,0,0.0,1,0.0,0,0,1,0,0,,New Zealand,2017-10-01,2017-11-01
1668,DA Warner,1,1,0,53,53,53.0,62,85.48,0,1,0,5,0,,Australia,2017-10-01,2017-11-01
1669,MP Stoinis,1,1,0,46,46,46.0,63,73.01,0,0,0,4,1,,Australia,2017-10-01,2017-11-01
1670,TM Head,1,1,0,42,42,42.0,59,71.18,0,0,0,4,0,,Australia,2017-10-01,2017-11-01
1671,AJ Finch,1,1,0,32,32,32.0,36,88.88,0,0,0,6,0,,Australia,2017-10-01,2017-11-01
1672,MS Wade,1,1,0,20,20,20.0,18,111.11,0,0,0,0,1,,Australia,2017-10-01,2017-11-01
1673,SPD Smith,1,1,0,16,16,16.0,25,64.0,0,0,0,1,0,,Australia,2017-10-01,2017-11-01
1674,PSP Handscomb,1,1,0,13,13,13.0,17,76.47,0,0,0,0,0,,Australia,2017-10-01,2017-11-01
1675,JP Faulkner,1,1,0,12,12,12.0,17,70.58,0,0,0,0,0,,Australia,2017-10-01,2017-11-01
1676,PJ Cummins,1,1,1,2,2,,2,100.0,0,0,0,0,0,,Australia,2017-10-01,2017-11-01
1677,NM Coulter-Nile,1,1,0,0,0,0.0,1,0.0,0,0,1,0,0,,Australia,2017-10-01,2017-11-01
1678,A Zampa,1,,,,,,,,,,,,,,Australia,2017-10-01,2017-11-01
1679,Q de Kock,3,3,1,287,168,143.5,274,104.74,1,1,0,31,3,,South Africa,2017-10-01,2017-11-01
1680,AB de Villiers,3,2,0,196,176,98.0,119,164.7,1,0,0,16,8,,South Africa,2017-10-01,2017-11-01
1681,HM Amla,2,2,1,195,110,195.0,204,95.58,1,1,0,12,0,,South Africa,2017-10-01,2017-11-01
1682,F du Plessis,3,2,1,91,91,91.0,70,130.0,0,1,1,10,1,,South Africa,2017-10-01,2017-11-01
1683,AK Markram,1,1,0,66,66,66.0,60,110.0,0,1,0,4,2,,South Africa,2017-10-01,2017-11-01
1684,T Bavuma,1,1,0,48,48,48.0,47,102.12,0,0,0,5,0,,South Africa,2017-10-01,2017-11-01
1685,F Behardien,2,2,2,40,33,,33,121.21,0,0,0,4,0,,South Africa,2017-10-01,2017-11-01
1686,JP Duminy,2,1,0,30,30,30.0,30,100.0,0,0,0,0,1,,South Africa,2017-10-01,2017-11-01
1687,K Rabada,3,1,1,23,23,,11,209.09,0,0,0,3,1,,South Africa,2017-10-01,2017-11-01
1688,AL Phehlukwayo,3,2,1,5,5,5.0,4,125.0,0,0,0,1,0,,South Africa,2017-10-01,2017-11-01
1689,PWA Mulder,1,1,0,2,2,2.0,4,50.0,0,0,0,0,0,,South Africa,2017-10-01,2017-11-01
1690,D Pretorius,2,1,0,0,0,0.0,1,0.0,0,0,1,0,0,,South Africa,2017-10-01,2017-11-01
1691,Imran Tahir,3,,,,,,,,,,,,,,South Africa,2017-10-01,2017-11-01
1692,DA Miller,1,,,,,,,,,,,,,,South Africa,2017-10-01,2017-11-01
1693,D Paterson,3,,,,,,,,,,,,,,South Africa,2017-10-01,2017-11-01
1694,RG Sharma,3,3,1,217,208,108.5,180,120.55,1,0,0,13,13,,India,2017-12-01,2018-01-01
1695,S Dhawan,3,3,1,168,100,84.0,158,106.32,1,1,1,22,2,,India,2017-12-01,2018-01-01
1696,SS Iyer,3,3,0,162,88,54.0,160,101.25,0,2,0,18,3,,India,2017-12-01,2018-01-01
1697,MS Dhoni,3,2,0,72,65,36.0,92,78.26,0,1,0,10,3,,India,2017-12-01,2018-01-01
1698,KD Karthik,3,2,1,26,26,26.0,49,53.06,0,0,1,3,0,,India,2017-12-01,2018-01-01
1699,Kuldeep Yadav,2,1,0,19,19,19.0,25,76.0,0,0,0,4,0,,India,2017-12-01,2018-01-01
1700,HH Pandya,3,2,0,18,10,9.0,15,120.0,0,0,0,3,0,,India,2017-12-01,2018-01-01
1701,MK Pandey,3,1,0,2,2,2.0,15,13.33,0,0,0,0,0,,India,2017-12-01,2018-01-01
1702,JJ Bumrah,3,1,0,0,0,0.0,15,0.0,0,0,1,0,0,,India,2017-12-01,2018-01-01
1703,YS Chahal,3,1,1,0,0,,9,0.0,0,0,0,0,0,,India,2017-12-01,2018-01-01
1704,B Kumar,3,1,0,0,0,0.0,5,0.0,0,0,1,0,0,,India,2017-12-01,2018-01-01
1705,Washington Sundar,1,,,,,,,,,,,,,,India,2017-12-01,2018-01-01
1706,LRPL Taylor,3,3,2,153,57,153.0,196,78.06,0,1,0,13,0,,New Zealand,2017-12-01,2018-01-01
1707,HM Nicholls,3,3,2,118,83,118.0,92,128.26,0,1,0,11,2,,New Zealand,2017-12-01,2018-01-01
1708,GH Worker,3,3,0,117,58,39.0,125,93.6,0,2,0,12,2,,New Zealand,2017-12-01,2018-01-01
1709,C Munro,3,3,0,100,49,33.33,80,125.0,0,0,0,12,2,,New Zealand,2017-12-01,2018-01-01
